Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
Stockfish Devin W,President and CEO,2022-02-02,Option Exercise,27.10,"2,080","56,370","568,204",Feb 06 05:17 PM
Stockfish Devin W,President and CEO,2022-02-02,Sale,36.00,"1,800","64,800","567,381",Feb 06 05:17 PM
Monaco Albert,Director,2022-06-08,Buy,38.76,"3,500","135,660","30,746",Jun 09 11:59 AM
Monaco Albert,Director,2022-06-07,Buy,38.43,"3,000","115,290","27,246",Jun 07 06:48 PM
