Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
Lockwood Barbara D,"SVP, Advisor to CEO",2022-12-06,Sale,77.88,689,"53,659",0,Dec 08 11:13 AM
Lockwood Barbara D,"SVP, Public Policy, APS",2022-05-17,Sale,74.25,"3,489","259,058",0,May 18 12:32 PM
HATFIELD JAMES R,"EVP, Advisor to CEO",2021-11-09,Sale,63.76,"3,327","212,130","25,743",Nov 10 04:15 PM
